"Token Value","Attribute Name","Attribute Setting",Description,Spec,Request
02CA,"Intel(R) QPI Bandwidth Priority",I/O,"Set it to I/O for I/O-intensive applications.",,292
02CB,"MSR 13C",Enable,"Enable the MSR 13C feature and lock from future modification",,315
02CC,"MSR 13C",Disable,"Disable the MSR 13C feature and lock from future modification",,315
02CD,"Clear GPE Ownership","Clear GPE Ownership","This token will signal to BIOS on the subsequent reboot to clear GPE card ownership.",,317
02D3,"Intel(R) AES-NI",Enabled,"This option enables Intel(R) AES new instructions.",,316
02D4,"Intel(R) AES-NI",Disabled,"This option disables Intel(R) AES new instructions.",,316
02D8,"AdminPwdMaxLen",Variable,"Admin password maximum length",3.000,
02D9,"AdminPwdMinLen",Variable,"Admin password minimum length",3.000,
02DA,"AdminStrongPwdMaxLen",Variable,"Admin password maximum length for strong passwords",3.000,
02DB,"AdminStrongPwdMinLen",Variable,"Admin password minimum length for strong passwords",3.000,
02DC,"SystemPwdMaxLen",Variable,"System password maximum length",3.000,
02DD,"SystemPwdMinLen",Variable,"System password minimum length",3.000,
02DE,"SystemStrongPwdMaxLen",Variable,"System password maximum length for strong passwords",3.000,
02DF,"SystemStrongPwdMinLen",Variable,"System password minimum length for strong passwords",3.000,
02E0,"Txt",Disabled,"RCI Type 5 Field ID = 00Bh Defined State Settings = 00h",3.000,
02E1,"Txt",Enabled,"RCI Type 5 Field ID = 00Bh Defined State Settings = 01h",3.000,
02E2,"Reseal FVE Data Structure",Reseal,"An FVE Data structure is information that has been sealed by the TPM and passed to the BIOS by an OS application. This token is used to communicate to the BIOS for a re-sealing",3.000,
02E4,"BlockS3",Disable,"If this option is disabled, the system BIOS will support OSPM/ACPI S3 (Suspend to RAM) operation. This will move system authentication into the OS and bypass any Preboot Authentication on resume",3.000,
02E5,"BlockS3",Enable,"If this option is enabled, the system BIOS will block all OSPM/ACPI S3 (Suspend to RAM) requests and enforce Preboot Authentication on all non-S3 resumes",3.000,
02E6,"Optimus",Enable,"Enable the Optimus is feature",3.000,
02E7,"Optimus",Disable,"Disable the Optimus is feature",3.000,
02E8,"OpRom UI Protection",Enable,"Admin password required to enter the user Interface of OptionROM if admin password was set",3.000,
02E9,"OpRom UI Protection",Disable,"Admin password required to enter the user Interface of OptionROM if admin password was set",3.000,
02EA,"Keyboard Backlight Level",25,"Set Light level to 25 percentage for keyboard backlighting",3.000,
02EB,"Keyboard Backlight Level",50,"Set Light level to 50 percentage for keyboard backlighting",3.000,
02EC,"Keyboard Backlight Level",75,"Set Light level to 75 percentage for keyboard backlighting",3.000,
02ED,"Stealth Mode",Enable,"System elements as defined in this mode are set to their pre-programmed stealth mode operation setting",3.000,
02EE,"Stealth Mode",Disable,"System elements as defined in this mode operate normally",3.000,
02EF,"Memory Dynamic Power Technology",Enabled,"Intel Monroe technology (aka iDPT)",3.000,
02F0,"Memory Dynamic Power Technology",Disabled,"Intel Monroe technology (aka iDPT)",3.000,
02F1,"Redundant Memory","Double DRAM ECC","Redundant memory set to Double DRAM ECC error correction",3.000,
02F2,"Txt",Disabled,"Enumeration defined state setting = 00h",3.000,
02F3,"Txt",Enabled,"Enumeration defined state setting = 01",3.000,
02F4,"Multi-Display",Enable,"Enable Multi-Display feature (both integrated and add-in Gfx are on)",3.000,
02F5,"Multi-Display",Disable,"Disable Multi-Display feature",3.000,
02F6,"Keyboard Backlight Level",100,"Light level percentage for keyboard backlighting",3.000,
02F7,"Memory Pre-Failure Notification",Disable,"if this option is disabled, the system BIOS will not allow Correctable ECC SMIs to occur. This will prevent Correctable ECC errors from being reported",3.000,
02F8,"Memory Pre-Failure Notification",Enable,"If this option is enabled, the system BIOS will allow Correctable ECC SMIs to occur. This will allow Correctable ECC errors to be reported",3.000,
02F9,"TCM Visibility",Hidden,"If this setting is used, Hide the TCM from the operating system on the next boot. There is no change in the TCM or its contents in this state, it simply causes the TCM to be invisible to the OS until it is made visible again",3.000,
02FA,"TCM Visibility",Visible,"if this setting is used, Unhide the TCM and allow the operating system to see it on the next boot",3.000,
02FB,"Core Performance Boost",Enable,"if this option is enabled, the AMD Core Performance Boost feature is enabled and allows for higher performance p-states in certain power envelopes",3.000,
02FC,"Core Performance Boost",Disable,"If this option is enabled, the AMD Core Performance Boost feature is enabled and allows for higher performance p-state in certain power envelopes",3.000,
02FD,"Fan Control Override",Enable,"When Enabled, the system fan runs at full speed",3.000,
02FE,"Fan Control Override",Disable,"When Disabled, the fan controller uses system environmental data to set the fan at its optimal speed",3.000,
0303,"Spread Spectrum",Enable,"Allows the system to use spread spectrum clocking",3.000,
0304,"Spread Spectrum",Disable,"Turns off spread spectrum clocking in the system",3.000,
0305,"C-State Enhanced",Enable,"Turns ON the enhanced C-States in the CPU",3.000,
0306,"C-State Enhanced",Disable,"Turns OFF the enhanced C-States in the CPU",3.000,
0307,"C-State C3",Enable,"Turns on the C-State C3 in the CPU",3.000,
0308,"C-State C3",Disable,"Turns off the C-State C3 in the CPU",3.000,
0309,"C-State C6",Enable,"Turns on the C-State C6 in the CPU",3.000,
030A,"C-State C6",Disable,"Turns off the C-State C6 in the CPU",3.000,
030B,"C-State C7",Enable,"Turns on the C-State C7 in the CPU",3.000,
030C,"C-State C7",Disable,"Turns off the C-State C7 in the CPU",3.000,
030D,"C-State C7S",Enable,"Turns on the C-State C7S in the CPU",3.000,
030E,"C-State C6S",Disable,"Turns off the C-State C7S in the CPU",3.000,
030F,"Low Power Mode","S5Only","The system will go into lowest-power off mode in S5, turning off as much of the power-consuming circuitry as required to attempt to meet the 1W power limit. This may disable things like PME, USB, etc",3.000,
0310,"General Purpose Encryption",Enable,"Enable general purpose encryption (GPE) on the system",3.000,
0311,"General Purpose Encryption",Disable,"Disable general purpose encryption (GPE) on the system",3.000,
0312,"Auto-on",DayControl,"Enable the auto-on tokens that control individual days to be evaluated",3.000,
0313,"Auto-on Sunday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Sundays",3.000,
0314,"Auto-on Sunday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Sundays",3.000,
0315,"Auto-on Monday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Mondays",3.000,
0316,"Auto-on Monday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Mondays",3.000,
0317,"Auto-on Tuesday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Tuesdays",3.000,
0318,"Auto-on Tuesday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Tuesdays",3.000,
0319,"Auto-on Wednesday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Wednesdays",3.000,
031A,"Auto-on Wednesday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Wednesdays",3.000,
031B,"Auto-on Thursday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Thursdays",3.000,
031C,"Auto-on Thursday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Thursdays",3.000,
031D,"Auto-on Friday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Fridays",3.000,
031E,"Auto-on Friday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Fridays",3.000,
031F,"Auto-on Saturday",Enable,"If the Auto-On Day Control is enabled, will wake the system at the specified time on Saturdays",3.000,
0320,"Auto-on Saturday",Disable,"If the Auto-On Day Control is enabled, will not auto-wake the system on Saturdays",3.000,
0321,"Number of Cores per Processor",14,"This field controls the number of enabled cores in each processor. By default, the maximum number of cores per processor will be enabled",3.000,
0322,"Number of Cores per Processor",16,"This field controls the number of enabled cores in each processor. By default, the maximum number of cores per processor will be enabled",3.000,
0323,"XD Card",Enable,"This field enables/disables the embedded XD Card port",3.000,
0324,"XD Card",Disable,"This field enables/disables the embedded XD Card port",3.000,
0325,"Signed Firmware Update",Enable,"This feature, when enabled, will enforce the verification of digital signatures in the BIOS update payload prior to performing an update of the BIOS. Once enabled, the system BIOS cannot be updated to any revision that DOES NOT contain a valid digital signature. This is an enable-only feature and cannot be disabled",3.001,
0327,"High IO Performance Optimization",Enable,"Change RTID settings to create a longer queue for CPU and chipset transaction for systems performing a large amount of CPU/chipset transactions",3.001,
0328,"High IO Performance Optimization",Disable,"Change RTID settings to create a longer queue for CPU and chipset transaction for systems performing a large amount of CPU/chipset transactions",3.001,
0329,"WWAN Control Auto Sense",Enable,"When the wireless WWAN device is enabled, this token will enable the feature that automatically turns off the wireless WWAN when the wired WWAN is connected to the network",3.001,
032A,"WWAN Control Auto Sense",Disable,"When the wireless WWAN device is enabled, this token will enable the feature that automatically turns off the wireless WWAN when the wired WWAN is connected to the network",3.001,
032B,"WLAN Control Auto Sense",Enable,"When the wireless WLAN device is enabled, this token will enable the feature that automatically turns off the wireless WLAN when the wired WLAN is connected to the network",3.001,
032C,"WLAN Control Auto Sense",Disable,"When the wireless WLAN device is enabled, this token will enable the feature that automatically turns off the wireless WLAN when the wired WLAN is connected to the network",3.001,
032D,"Fault-Tolerant Memory",Enable,"When Enabled, all soft errors in a block of RAM are detected and corrected",3.001,
032E,"Fault-Tolerant Memory",Disable,"When Enabled, all soft errors in a block of RAM are detected and corrected",3.001,
032F,"Max PCI Bus Count",64,"Sets the maximum number of PCI busses for a system to 64",3.002,
0330,"Max PCI Bus Count",128,"Sets the maximum number of PCI busses for a system to 128",3.002,
0331,"Max PCI Bus Count",256,"Sets the maximum number of PCI busses for a system to 256",3.002,
0332,"Fan Speed",Auto,"System uses enviuronmental data to set fan speed",3.002,
0333,"Fan Speed",High,"Fans run at maximum speed",3.002,
0334,"Fan Speed",Medium,"Fans run at medium speed",3.002,
0335,"Fan Speed",Low,"Fans run at low speed",3.002,
0336,"Intel Rapid Start Technology",Enable,"Enables the Intel Rapid Start Technology (iFFS) feature within the BIOS",3.002,
0337,"Intel Rapid Start Technology",Disable,"Disables the Intel Rapid Start Technology (iFFS) feature within the BIOS",3.002,
0338,"Dynamic Backlight Control",Enable,"Enables the Dynamic Backlight Control (DBC) feature within the BIOS",3.002,
0339,"Dynamic Backlight Control",Disable,"Disables the Dynamic Backlight Control (DBC) feature within the BIOS",3.002,
033A,"Intel Smart Connect Technology",Enable,"Enables the Intel Smart Connect Technology",3.002,
033B,"Intel Smart Connect Technology",Disable,"Disables the Intel Smart Connect Technology",3.002,
033C,"SATA Controller",SmartResponse,"Enables the SATA controller to utilize the Intel Smart Response Technology (in lieu fo ATA, AHCI, RAID, etc.)",3.002,
033D,"Function Key Behavior",Native,"Enables the keyboard function keys (F1 to F12) to be used as the native function keys",3.002,
033E,"Function Key Behavior",Multimedia,"Enables the keyboared function keys (F1 to F12) to be used as the pre-determined multimedia keys",3.002,
033F,"HPC Mode",Enable,"When enabled, only two P-states are available to OS power management. This is required for HPC high performance operation",3.002,
0340,"HPC Mode",Disable,"When disabled, all P-states are available to OS power management",3.002,
0341,"Primary Battery Charge Configuration","Primarily AC Use","Recommended setting for a user who primarily operates battery while plugged in",3.002,
0342,"Primary Battery Charge Configuration","Adaptive Charge","The battery will place itself in a mode based on periodic evaluation of customer usage to deliver the best balance of capacity",3.002,
0343,"Primary Battery Charge Configuration","Custom Charge","The battery will start and stop charging based on user input",3.002,
0344,"Battery Slice Charge Configuration","Standard Charge","Battery is charged over a longer period of time",3.002,
0345,"Battery Slice Charge Configuration","Express Charge","Dell fast charging technology. Switches the battery to Express Charge mode using the express charging algorithm",3.002,
0346,"Primary Battery Charge Configuration","Standard Charge","Battery is charged over a longer period of time",3.002,
0347,"Primary Battery Charge Configuration","Express Charge","Dell fast charging technology. Switches the primary battery to Express Charge mode using the express charging algorithm",3.002,
0348,"Primary Battery Charge Configuration","Custom Charge","The battery will start and stop charging based on user input",3.002,
0349,"Primary Battery Custom Charge Start",NA,"Sets the percentage value at which the battery charging will start Implementation Note: This field must be in the range [50, 95] with a step value of 1 and at least 5% less than Primary Custom Charge End",3.002,
034A,"Primary Battery Custom Charge End",NA,"Sets the percentage value at which the custom battery charging will stop Implementation Note: This field must be in the range [55,100] with a step value of 1 and at least 5% greater than Primary Custom Charge Start",3.002,
034B,"Media Bay Battery Charge Configuration",StandardCharge,"Battery is charged over a longer period of time",3.002,
034C,"Media Bay Battery Charge Configuration",ExpressCharge,"Dell fast charging technology. Switches the battery to Express Charge mode using the express charging algorithm",3.002,
034D,"Unobtrusive Mode",Enable,"When enabled, pressing Fn+B will toggle light emissions from the system",3.002,
034E,"Unobtrusive Mode",Disable,"When disabled, the hotkey Fn+B is disabled and will not toggle light emissions from the system",3.002,
034F,"Secure Boot",Enable,"When enabled, BIOS should perform Secure Boot authentication while attempting to boot from a UEFI partition. BIOS would also refer to this setting to decide on the POST behavior; when Enabled, BIOS should only perform Secure Boot and boot in UEFI mode without loading the CSM",3.002,
0350,"Secure Boot",Disable,"Disables Secure Boot. This option is only available locally on the system or when certain security criteria is met",3.002,
0351,"HDD1 Fan Enable",Disable,"Disable fan error checking on fan controller FAN_HDD1. If the fan controller detects a valid fan present, it will automatically enable it",3.002,
0352,"HDD1 Fan Enable",Enable,"Enable fan error checking on fan controller FAN_HDD1",3.002,
0353,"HDD2 Fan Enable",Disable,"Disable fan error checking on fan controller FAN_HDD2. If the fan controller detects a valid fan present, it will automatically enable it",3.002,
0354,"HDD2 Fan Enable",Enable,"Enable fan error checking on fan controller FAN_HDD2",3.002,
0355,"HDD3 Fan Enable",Disable,"Disable fan error checking on fan controller FAN_HDD3. If the fan controller detects a valid fan present, it will automatically enable it",3.002,
0356,"HDD3 Fan Enable",Enable,"Enable fan error checking on fan controller FAN_HDD3",3.002,
0357,"Enable Legacy Option ROMs",Disabled,"Disable BIOS detection and usage of legacy expansion ROMs",3.002,
0358,"Enable Legacy Option ROMs",Enabled,"Enable BIOS detection and usage of legacy expansion ROMs. This mode cannot be enabled with Secure Boot",3.002,
0359,"Blink Power Supply 1 LED",Enable,"Cause the first power supply (PSU 1) status LED to blink",3.002,
035A,"Blink Power Supply 2 LED",Enable,"Cause the second power supply (PSU 2) status LED to blink",3.002,
035B,"TPM PPI ACPI Support",Enable,"Allow the TPM ACPI physical presence commands",3.002,
035C,"TPM PPI ACPI Support",Disable,"Do not allow any TPM ACPI physical presence commands",3.002,
035D,"TPM PPI Provision Override",Enable,"Do not require physical presence for the ACPI TPM PPI provision operations",3.002,
035E,"TPM PPI Provision Override",Disable,"Require physical presence for the ACPI TPM PPI provision operations",3.002,
035F,"TPM PPI Deprovision Override",Enable,"Do not require physical presence for the ACPI TPM PPI deprovision operations",3.002,
0360,"TPM PPI Deprovision Override",Disable,"Require physical presence for the ACPI TPM PPI deprovision operations",3.002,
0361,"UEFI Network Stack",Enable,"UEFI networking protocols are available permitting pre-OS isage pf the network, including PXE",3.002,
0362,"UEFI Network Stack",Disable,"UEFI networking protocols are not available in the pre-OS environment and network boot by PXE is disabled. This setting will improve boot times",3.002,
0364,"Global Mic Mute",Enable,"This setting will mute all onboard sound devices",3.005,
0365,"Global Mic Mute",Disable,"This setting will unmute all onboard sound devices",3.005,
0366,"Long Life Cycle Primary Battery",Disable,"BIOS shall change the attached battery in the primary interface into regular mode",3.002,
0367,"Long Life Cycle Primary Battery",Enable,"BIOS shall change the attached battery in the primary interface into Permanent Long Life mode",3.002,
0368,"Signed Firmware Update",Disable,"Once disabled, the system BIOS may be updated to a revision that does not contain a valid digital signature",3.002,
0369,"OROM Keyboard Access",Disable,"User may not enter OROM configuration screens via the hotkey.Specifically this setting is capable of preventing access to Intel RAID (ctrl+I) and Intel Management BIOS Extensions (ctrl+P or F12)",3.003,
036A,"OROM Keyboard Access",Enable,"User may enter OROM configuration screens via the hotkey",3.003,
036B,"OROM Keyboard Access",Onetime Enable,"User may enter OROM configuration screens via the hotkey on next boot only",3.003,
036C,"Peak Shift",Disable,"Peak Shift mode is disabled. Peak Shift allows portable computers to run on battery during the peak power usage portion of the day",3.003,
036D,"Peak Shift",Enable,"Peak Shift mode is enabled. Peak Shift allows portable computers to run on battery during the peak power usage portion of the day. Note: Peak Shift Start, Peak Shift End, Peak Shift Charge Start and Peak Shift battery threshold values are needed to program the system to use Peak Shift mode",3.003,
036E,"Peak Shift Battery Threshold",Value,"When this Peak Shift battery threshold, which is measured in single percentage points of full charge, is reached switch to AC power. A value of '0' means do not switch to AC Power between Peak Shift Start Time and Peak shift End Time. Example: 40% is represented as 0x00000028",3.003,
036F,"Primary Video Device Slot",Value,"Primary Video Device Slot which is selected by user. 0x00 = Onboard video 0x01-0x0F = Slot number of primary video device 0xFF = Auto",3.003,
0370,"Optional Boot Sequence",Disable,"Allows Windows to be installed on PCs when more than one operating system volume is present. This setting is disabled by default for compatibility with existing installation tools, but should be changed if more than one operating system volume is present.",3.003,
0371,"Optional Boot Sequence",Enable,"Allows Windows to be installed on PCs when more than one operating system volume is present",3.003,
0372,"On-Screen Buttons",Disable,"Disables the On-screen Display (OSD) buttons on an All-In-One system. Pressing these buttons will have no effect",3.003,
0373,"On-Screen Buttons",Enable,"Enables the On-screen Display (OSD) buttons on an All-In-One system",3.003,
0374,"Advanced Battery Charging Mode",Disable,"Advanced battery charge mode is disabled. Note: When disabled, battery charging mode will be based onPrimary Battery Charge Configuration, Battery Slice Charge Configuration, Primary Battery Custom Charge Start, Primary Battery Custom Charge End",3.003,
0375,"Advanced Battery Charging Mode",Enable,"All batteries (primary, slice and module bay) placed in advanced charging mode to maximize battery life",3.003,
0376,"Dock Display Port 1 Video Source",Integrated,"Use the integrated video controller as the video source for the HDMI and display port 1 on dock",3.003,
0377,"Dock Display Port 1 Video Source",External,"Use the external video controller as the video source for the HDMI and display port 1 on dock.",3.003,
0378,"Peak Power",Enable,"Enable the Peak Power function, which supplements AC adapter with battery power to meet CPU burst demands.",3.003,
0379,"Peak Power",Disable,"Disable the Peak Power function",3.003,
037A,"Switchable Graphics",Enable,"Enable Switchable Graphics which permits use of either the discrete or integrated graphics controller based on demand",3.003,
037B,"Switchable Graphics",Disable,"Disable Switchable Graphics and use the integrated graphics controller for maximum battery life.",3.003,
037C,"Intel Rapid Start Technology Timer",Value,"Selects the timeout value in minutes before entering enabling Intel Rapid Start Technology after entering the S3 system sleep state. Acceptable values are in the range 0-999",3.003,
037D,"NdcBusEnumerat ionOrder",Prioritized,"The BIOS will ensure all the Network Daughter Cards are assigned with the lowest possible bus numbers before any add-in devices are installed",3.003,
037E,"NdcBusEnumerat ionOrder",Auto,"The BIOS will assign bus numbers to Network Daughter Cards based on their default enumeration order according to the system PCI topology.",3.003,
037F,"Wireless Radio Control Switch",Disable,"Disable WiGig radio control switch on dock, preventing a user from disabling WiGig by physical switch.",3.003,
0380,"Wireless Radio Control Switch",Enable,"Enable WiGig radio control switch on dock, allowing use of the WiGig physical switch",3.003,
0381,"MmioAbove4Gb",Disable,"Memory mapped IO above 4Gb is disabled",3.003,
0382,"MmioAbove4Gb",Enable,"Memory mapped IO above 4Gb is enabled.",3.003,
0383,"Wake On Lan","LAN with PXE Boot","Enable network controller, and a wakeup packet sent to the system in either the S4 or S5 state will cause the system to wake-up and immediately boot to PXE",3.003,
0384,"Pci Mmio Size",Small,"Allocate a small region of memory to PCI Memory Mapped I/O",3.004,
0385,"Pci Mmio Size",Large,"Allocate a large region of memory to PCI Memory Mapped I/O. This allows reservation of large device specific memory regions, but reduces the amount of usable memory in 32-bit operating systems",3.004,
0386,"Pci Allocation Priority",Equal,"Allocate PCI resources, buses, memory-mapped I/O (MMIO) space and I/O space equally when two CPUs are installed",3.004,
0387,"Pci Allocation Priority",CPU1,"Allocate a large region of memory to PCI Memory Mapped I/O. This allows reservation of large device specific memory regions, but reduces the amount of usable memory in 32-bit operating systems.",3.004,
0388,"PCMCIA",Enabled,"Enable the PCMCIA device slot",3.004,
0389,"PCMCIA",Disabled,"Disable the PCMCIA device slot",3.004,
038A,"Dell Wyse P25 Bios Access",On,"Allows remote user access to BIOS setup via Dell Wyse P25 PCoIP client",3.004,
038B,"Dell Wyse P25 Bios Access",Off,"Disables remote user access to access BIOS via Dell Wyse P25 PCoIP client",3.004,
038C,"Rugged Dock Non-Video Devices",Enabled,"Enables all non-video devices in rugged dock (serial, audio, LAN and USB ports)",3.004,
038D,"Rugged Dock Non-Video Devices",Disabled,"Disables all non-video devices in rugged dock (serial, audio, LAN and USB ports)",3.004,
038F,"Intel Rapid Start Instant On Display",Enabled,"Enable displaying system logo from cache when resuming using Intel Rapid Start Technology",3.004,
0390,"Intel Rapid Start Instant On Display 2",Disabled,"Do not display system logo from cache when resuming using Intel Rapid Start Technology.",3.004,
0391,"Keyboard Backlight Color Enable",Value,"Enable supported colors to cycle through on ruggedized keyboard backlight. A bitwise setting of one, in an 8 bit field, will enable one of the following colors which can be cycled through using a hotkey.{Reserved(bit7) | Reserved(bit6) | Custom2(bit5) | Custom1(bit4) | Blue(bit3) | Green(bit2) |Red(bit1) | White(bit0) }",3.004,
0392,"Keyboard Backlight Active Color",Value,"Select the active color for ruggedized keyboard backlight. 0x00=White, 0x01=Red, 0x02=Green, 0x03=Blue, 0x04=Custom1, 0x05=Custom2 (0x06 to 0xFF Reserved)",3.004,
0393,"Keyboard Backlight Custom Color #1",Value,"24-bit RGB value for custom color 1 on multi-color keyboard backlight. This value is entered with the format [7:0] = Blue, [15:8] = Green, [23:16] = Red.",3.004,
0394,"Keyboard Backlight Custom Color #2",Value,"24-bit RGB value for custom color 1 on multi-color keyboard backlight. This value is entered with the format [7:0] = Blue, [15:8] = Green, [23:16] = Red.",3.004,
0395,"Intel Platform Trust Technology",Enabled,"Display the Intel Platform Trust Technology (PTT) device from the operating system on the following boot.",3.004,
0396,"Intel Platform Trust Technology",Disabled,"Hide the Intel Platform Trust Technology (PTT) device from the operating system on the next boot. There is no change in the PTT device or its contents when it is disabled. Disabling the PTT device simply causes it to be invisible to the operating system until it is made visible again",3.004,
0397,"Near Field Computing",Enabled,"Enable the Near Field Computing (NFC) device.",3.004,
0398,"Near Field Computing",Disabled,"Disable the Near Field Computing (NFC) device",3.004,
0399,"Keyboard Backlight with AC",Enabled,"Enable the keyboard backlight with AC power applied to the system.",3.004,
039A,"Keyboard Backlight with AC",Disabled,"Disable the keyboard backlight with AC power applied to the system",3.004,
039B,"GPS Radio",Enabled,"Internal GPS radio is enabled",3.004,
039C,"GPS Radio",Disabled,"Internal GPS radio is disabled.",3.004,
039D,"External WLAN Activity LED",Enabled,"Enables the external (lid-mounted) WLAN indicator LED. When in this state, the LED will reflect the state of the summation of the WLAN source activity.",3.004,
039E,"External WLAN Activity LED",Disabled,"Disables the external (lid-mounted) WLAN indicator LED.",3.004,
039F,"Back Camera",Enabled,"Enables the rearward facing camera",3.005,
03A0,"Wireless Switch GPS On WWAN Radio",Enabled,"For systems that have a physical (Wireless On/Off Switch),switch will have no effect on the state of the Wireless WAN card's GPS radio",3.006,
03A1,"Wireless Switch GPS On WWAN Radio",Disabled,"For systems that have a physical (Wireless On/Off Switch),switch will turn the Wireless WAN card's GPS radio on and off",3.006,
03A2,"Thunderbolt",Enabled,"Enable Thunderbolt support",3.006,
03A3,"Thunderbolt",Disabled,"Disable Thunderbolt support",3.006,
03A4,"Stealth Mode WiGig Radio",Unchanged,"Indicates the state the WiGig radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.006,
03A5,"Stealth Mode WiGig Radio",TurnOff,"Indicates the state the WiGig radio is to take on entry to Unobtrusive Mode or Stealth Mode",3.006,
03A6,"Wireless Switch WLAN-WIGIG C ontrol",Enabled,"For systems that have a physical (Wireless On/Off Switch) switch will turn the Wireless LAN and WiGig radios on and off",3.006,
03A7,"Wireless Switch WLAN-WIGIG C ontrol",Disabled,"For systems that have a physical (Wireless On/Off Switch),switch will have no effect on the state of the Wireless LAN and WiGig radios",3.006,
03BE,"Processor Core Count",Value,"This field controls the number of enabled cores in each processor. 0 means enable all cores. Another value specifies that n cores are enabled. This token can be used to replace the token suite 'Number of Cores per Processor' and is scalable for more configurations. Only one of the tokens should be present in one system.",3.006,
03BF,"USB Wake from S4",Enabled,"Enable USB wake from S4",3.006,
03C0,"USB Wake from S4",Disabled,"Disable USB wake from S4",3.006,
03C1,"Thunderbolt Security Level",UserAuthorization,"Allow User Notification devices at minimum - at this mode the connection manager requests connection approval from the host software, auto approval may be given based on the unique ID of the connecting device",3.006,
03C2,"Thunderbolt Security Level",SecureConnect,"Allow one-time saved key devices at minimum - at this mode the connection manager requests connection approval from the host software, auto approval is only given if the host challenge to the device is acceptable",3.006,
03C3,"Thunderbolt Security Level",DisplayPortOnly,"Allow only DP sinks to be connected (re-driver or DP tunnel, no PCIe tunnelling) - at this mode no tunneling is done for PCIe devices",3.006,
03C4,"Auto Fan Speed Intensity",Value,"Fan speed setting as a scaling factor of the Auto curve. This allows for 100 fan speeds which represent scaling the Auto curve from 0% to 100%. A value of 0xFF specifies Low and Quiet",3.006,
03C5,"Thunderbolt Security Level",NoSecurity,"Disable Thunderbolt security",3.006,
03C6,"Extend Post Time",0s,"No delay inserted at the moment when pressing special keys will be detected and acted upon as approrpriate",3.007,
03C7,"Extend Post Time",5s,"5 second delay inserted at the moment when pressing special keys will be detected and acted upon as approrpriate",3.007,
03C8,"Extend Post Time",10s,"10 second delay inserted at the moment when pressing special keys will be detected and acted upon as approrpriate",3.007,
03C9,"Allow BIOS Downgrade",Enabled,"Allow downgrading system firmware.  Limited to special conditions",3.007
03CA,"Allow BIOS Downgrade",Disabled,"Do not allow downgrading system firmware",3.007
03CB,"Common System Identifier",Value,"16 bit value to use as system ID for platforms that support it",3.007
03CC,"WWAN Antenna Revision",Value,"Revision of the WWAN antenna hardware, integer",3.007
03CD,"BIOS Setup Advanced Mode",Enabled,"Advanced mode permits a user access to all settings in BIOS setup",3.007
03CE,"BIOS Setup Advanced Mode",Disabled,"Advanced mode permits a user access to all settings in BIOS setup",3.007
03CF,"Liquid Cooler 1",Enabled,"Liquid cooler 1 is enabled",3.007
03D0,"Liquid Cooler 1",Disabled,"Liquid cooler 1 is disabled",3.007
03D1,"Liquid Cooler 2",Enabled,"Liquid cooler 2 is enabled",3.007
03D2,"Liquid Cooler 2",Disabled,"Liquid cooler 2 is disabled",3.007
03D3,"Boot Fail Threshold",Value,"When OS fails to boot greater than this threshold, recovery is started",3.007
03D4,"Service OS clear",Enabled,"Erase service OS non-volatile region",3.007
03D5,"Service OS clear",Disabled,"Do not erase service OS non-volatile region",3.007
03D6,"Service OS",Enabled,"Service OS is enabled",3.007
03D7,"Service OS",Disabled,"Service OS is disabled",3.007
03D8,"Recovery Tool",Enabled,"Recovery tool is enabled",3.007
03D9,"Recovery Tool",Disabled,"Recovery tool is disabled",3.007
03DA,"USB Port 16",Disabled,"Disable USB port 16",3.008
03DB,"USB Port 16",Enabled,"Enable USB port 16",3.008
03DC,"USB Port 17",Disabled,"Disable USB port 17",3.008
03DD,"USB Port 17",Enabled,"Enable USB port 17",3.008
03DE,"USB Port 18",Disabled,"Disable USB port 18",3.008
03DF,"USB Port 18",Enabled,"Enable USB port 18",3.008
03E0,"USB Port 19",Disabled,"Disable USB port 19",3.008
03E1,"USB Port 19",Enabled,"Enable USB port 19",3.008
03E2,"USB Port 20",Disabled,"Disable USB port 20",3.008
03E3,"USB Port 20",Enabled,"Enable USB port 20",3.008
03E4,"USB Port 21",Disabled,"Disable USB port 21",3.008
03E5,"USB Port 21",Enabled,"Enable USB port 21",3.008
03E6,"USB Port 22",Disabled,"Disable USB port 22",3.008
03E7,"USB Port 22",Enabled,"Enable USB port 22",3.008
03E8,"USB Port 23",Disabled,"Disable USB port 23",3.008
03E9,"USB Port 23",Enabled,"Enable USB port 23",3.008
03EA,"USB Port 24",Disabled,"Disable USB port 24",3.008
03EB,"USB Port 24",Enabled,"Enable USB port 24",3.008
03EC,"USB Port 25",Disabled,"Disable USB port 25",3.008
